document_type,description,file_number
8-K,"Current report, item 8.01
Acc-no: 0001193125-08-199030 (34 Act)  Size: 12 KB",000-14278081081749
8-K,"Current report, items 5.02, 5.03, and 9.01
Acc-no: 0001193125-08-201369 (34 Act)  Size: 84 KB",000-14278081089220
DEF 14A,Other definitive proxy statementsAcc-no: 0001193125-08-203233 (34 Act)  Size: 1 MB,000-14278081095098
SC TO-T/A,[Amend] Tender offer statement by Third PartyAcc-no: 0001193125-08-203282 Size: 38 KB,
CORRESP,[Cover]CorrespondenceAcc-no: 0001193125-08-204120 Size: 18 KB,
UPLOAD,[Cover]SEC-generated letterAcc-no: 0000000000-08-049839 Size: 20 KB,
DEFA14A,Additional definitive proxy soliciting materials and Rule 14(a)(12) materialAcc-no: 0001193125-08-205903 (34 Act)  Size: 1 MB,000-14278081106288
ARS,[Paper]Annual Report to Security HoldersAcc-no: 9999999997-08-042537 (34 Act)  Size: 1 KB,000-1427808061376
SC TO-T/A,[Amend] Tender offer statement by Third PartyAcc-no: 0001193125-08-207120 Size: 31 KB,
SC TO-T/A,[Amend] Tender offer statement by Third PartyAcc-no: 0001193125-08-208376 Size: 33 KB,
SC 13D,General statement of acquisition of beneficial ownershipAcc-no: 0001193125-08-211640 Size: 117 KB,
10-Q,Quarterly report [Sections 13 or 15(d)]Acc-no: 0001193125-08-215207 (34 Act)  Size: 590 KB,000-14278081137477
8-K,"Current report, items 2.02 and 9.01
Acc-no: 0001193125-08-215209 (34 Act)  Size: 135 KB",000-14278081137483
8-K,"Current report, items 8.01 and 9.01
Acc-no: 0001193125-08-215214 (34 Act)  Size: 1 MB",000-14278081137514
8-K,"Current report, items 8.01 and 9.01
Acc-no: 0001193125-08-239752 (34 Act)  Size: 724 KB",000-14278081202484
S-3ASR,Automatic shelf registration statement of securities of well-known seasoned issuersAcc-no: 0001193125-08-239756 (33 Act)  Size: 721 KB,333-155495081202487
UPLOAD,[Cover]SEC-generated letterAcc-no: 0000000000-08-058339 Size: 42 KB,
CORRESP,[Cover]CorrespondenceAcc-no: 0001193125-08-251393 Size: 9 KB,
CORRESP,[Cover]CorrespondenceAcc-no: 0001193125-09-004086 Size: 46 KB,
SC 13G/A,[Amend] Statement of acquisition of beneficial ownership by individualsAcc-no: 0001193125-09-007576 Size: 39 KB,
10-Q,Quarterly report [Sections 13 or 15(d)]Acc-no: 0001193125-09-009386 (34 Act)  Size: 761 KB,000-1427809538006
8-K,"Current report, items 2.02, 7.01, and 9.01
Acc-no: 0001193125-09-009388 (34 Act)  Size: 191 KB",000-1427809538008
UPLOAD,[Cover]SEC-generated letterAcc-no: 0000000000-09-005111 Size: 19 KB,
SC 13G/A,[Amend] Statement of acquisition of beneficial ownership by individualsAcc-no: 0001104659-09-009632 (34 Act)  Size: 57 KB,005-3875809605888
8-K,"Current report, items 5.02 and 9.01
Acc-no: 0001193125-09-048817 (34 Act)  Size: 28 KB",000-1427809667554
8-K,"Current report, items 8.01 and 9.01
Acc-no: 0001193125-09-054006 (34 Act)  Size: 1 MB",000-1427809681239
11-K,"Annual report of employee stock purchase, savings and similar plansAcc-no: 0001193125-09-066149 (34 Act)  Size: 45 KB",000-1427809710876
8-K,"Current report, items 2.02 and 9.01
Acc-no: 0001193125-09-085785 (34 Act)  Size: 172 KB",000-1427809766804
10-Q,Quarterly report [Sections 13 or 15(d)]Acc-no: 0001193125-09-085779 (34 Act)  Size: 781 KB,000-1427809766776
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-09-106307 (33 Act)  Size: 324 KB,333-15549509812799
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-09-108544 (33 Act)  Size: 350 KB,333-15549509819024
FWP,Filing under Securities Act Rules 163/433 of free writing prospectusesAcc-no: 0001193125-09-107535 (34 Act)  Size: 27 KB,333-15549509816861
8-K,"Current report, items 8.01 and 9.01
Acc-no: 0001193125-09-113054 (34 Act)  Size: 301 KB",000-1427809832887
11-K,"Annual report of employee stock purchase, savings and similar plansAcc-no: 0001193125-09-140711 (34 Act)  Size: 112 KB",000-1427809916745
11-K,"Annual report of employee stock purchase, savings and similar plansAcc-no: 0001193125-09-140714 (34 Act)  Size: 93 KB",000-1427809916751
11-K,"Annual report of employee stock purchase, savings and similar plansAcc-no: 0001193125-09-140716 (34 Act)  Size: 178 KB",000-1427809916752
8-K,"Current report, items 2.02 and 9.01
Acc-no: 0001193125-09-154028 (34 Act)  Size: 346 KB",000-1427809959560
10-K,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001193125-09-158735 (34 Act)  Size: 1 MB",000-1427809971824
S-8,Securities to be offered to employees in employee benefit plansAcc-no: 0001193125-09-180394 (33 Act)  Size: 169 KB,333-161516091031595
8-K,"Current report, items 5.02 and 9.01
Acc-no: 0001193125-09-190661 (34 Act)  Size: 22 KB",000-14278091065814
PRE 14A,Other preliminary proxy statementsAcc-no: 0001193125-09-194488 (34 Act)  Size: 1 MB,000-14278091077555
DEFA14A,Additional definitive proxy soliciting materials and Rule 14(a)(12) materialAcc-no: 0001193125-09-194558 (34 Act)  Size: 24 KB,000-14278091077779
DEF 14A,Other definitive proxy statementsAcc-no: 0001193125-09-200055 (34 Act)  Size: 877 KB,000-14278091093599
DEFA14A,Additional definitive proxy soliciting materials and Rule 14(a)(12) materialAcc-no: 0001193125-09-202836 (34 Act)  Size: 1 MB,000-14278091103222
DEFA14A,Additional definitive proxy soliciting materials and Rule 14(a)(12) materialAcc-no: 0001193125-09-204136 (34 Act)  Size: 22 KB,000-14278091107592
ARS,[Paper]Annual Report to Security HoldersAcc-no: 9999999997-09-025777 (34 Act)  Size: 1 KB,000-1427809012457
10-Q,Quarterly report [Sections 13 or 15(d)]Acc-no: 0001193125-09-212454 (34 Act)  Size: 3 MB,000-14278091133540
8-K,"Current report, items 2.02 and 9.01
Acc-no: 0001193125-09-212453 (34 Act)  Size: 147 KB",000-14278091133539
DEFA14A,Additional definitive proxy soliciting materials and Rule 14(a)(12) materialAcc-no: 0001193125-09-219009 (34 Act)  Size: 22 KB,000-14278091148683
DEFA14A,Additional definitive proxy soliciting materials and Rule 14(a)(12) materialAcc-no: 0001193125-09-235888 (34 Act)  Size: 22 KB,000-14278091187867
8-K,"Current report, items 5.02, 7.01, and 9.01
Acc-no: 0001193125-09-241522 (34 Act)  Size: 27 KB",000-14278091205658
8-K,"Current report, item 5.02
Acc-no: 0001193125-09-247599 (34 Act)  Size: 13 KB",000-14278091223753
UPLOAD,[Cover]SEC-generated letterAcc-no: 0000000000-09-070527 Size: 36 KB,
CORRESP,[Cover]CorrespondenceAcc-no: 0001193125-09-254697 Size: 29 KB,
CORRESP,[Cover]CorrespondenceAcc-no: 0001193125-10-003450 Size: 27 KB,
UPLOAD,[Cover]SEC-generated letterAcc-no: 0000000000-10-004942 Size: 27 KB,
10-Q,Quarterly report [Sections 13 or 15(d)]Acc-no: 0001193125-10-015598 (34 Act)  Size: 4 MB,000-1427810554132
8-K,"Current report, items 2.02 and 9.01
Acc-no: 0001193125-10-015589 (34 Act)  Size: 202 KB",000-1427810554097
SC 13G,Statement of acquisition of beneficial ownership by individualsAcc-no: 0001086364-10-008414 (34 Act)  Size: 15 KB,005-3875810559790
CORRESP,[Cover]CorrespondenceAcc-no: 0001193125-10-024738 Size: 24 KB,
CORRESP,[Cover]CorrespondenceAcc-no: 0001193125-10-032435 Size: 26 KB,
SC 13G/A,[Amend] Statement of acquisition of beneficial ownership by individualsAcc-no: 0001104659-10-007434 (34 Act)  Size: 60 KB,005-3875810609703
UPLOAD,[Cover]SEC-generated letterAcc-no: 0000000000-10-011854 Size: 19 KB,
11-K,"Annual report of employee stock purchase, savings and similar plansAcc-no: 0001193125-10-068400 (34 Act)  Size: 49 KB",000-1427810707248
8-K,"Current report, items 2.02 and 9.01
Acc-no: 0001193125-10-090109 (34 Act)  Size: 194 KB",000-1427810764684
10-Q,Quarterly report [Sections 13 or 15(d)]Acc-no: 0001193125-10-090116 (34 Act)  Size: 4 MB,000-1427810764709
8-K,"Current report, items 5.02, 7.01, and 9.01
Acc-no: 0001193125-10-128133 (34 Act)  Size: 26 KB",000-1427810856674
8-K,"Current report, items 8.01 and 9.01
Acc-no: 0001193125-10-135038 (34 Act)  Size: 41 KB",000-1427810885289
8-K,"Current report, items 8.01 and 9.01
Acc-no: 0001193125-10-136086 (34 Act)  Size: 39 KB",000-1427810887595
8-K,"Current report, items 8.01 and 9.01
Acc-no: 0001193125-10-142376 (34 Act)  Size: 533 KB",000-1427810906590
11-K,"Annual report of employee stock purchase, savings and similar plansAcc-no: 0001193125-10-143922 (34 Act)  Size: 195 KB",000-1427810910003
11-K,"Annual report of employee stock purchase, savings and similar plansAcc-no: 0001193125-10-149958 (34 Act)  Size: 134 KB",000-1427810924326
11-K,"Annual report of employee stock purchase, savings and similar plansAcc-no: 0001193125-10-149945 (34 Act)  Size: 141 KB",000-1427810923751
8-K,"Current report, items 2.02 and 9.01
Acc-no: 0001193125-10-163839 (34 Act)  Size: 339 KB",000-1427810965017
10-K,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001193125-10-171791 (34 Act)  Size: 20 MB",000-1427810980074
8-K,"Current report, item 5.02
Acc-no: 0001193125-10-209027 (34 Act)  Size: 13 KB",000-14278101069635
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-10-214360 (33 Act)  Size: 345 KB,333-155495101083850
FWP,Filing under Securities Act Rules 163/433 of free writing prospectusesAcc-no: 0001193125-10-214938 (34 Act)  Size: 27 KB,333-155495101085497
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-10-215843 (33 Act)  Size: 356 KB,333-155495101087693
8-K,"Current report, items 8.01 and 9.01
Acc-no: 0001193125-10-216531 (34 Act)  Size: 304 KB",000-14278101089646
DEF 14A,Other definitive proxy statementsAcc-no: 0001193125-10-221150 (34 Act)  Size: 1 MB,000-14278101099738
DEFA14A,Additional definitive proxy soliciting materials and Rule 14(a)(12) materialAcc-no: 0001193125-10-222170 (34 Act)  Size: 1 MB,000-14278101102996
DEFA14A,Additional definitive proxy soliciting materials and Rule 14(a)(12) materialAcc-no: 0001193125-10-222844 (34 Act)  Size: 22 KB,000-14278101105154
ARS,[Paper]Annual Report to Security HoldersAcc-no: 9999999997-10-018843 (34 Act)  Size: 1 KB,000-1427810013530
DEFA14A,Additional definitive proxy soliciting materials and Rule 14(a)(12) materialAcc-no: 0001193125-10-234650 (34 Act)  Size: 22 KB,000-14278101137701
8-K,"Current report, items 2.02 and 9.01
Acc-no: 0001193125-10-239800 (34 Act)  Size: 158 KB",000-14278101148510
10-Q,Quarterly report [Sections 13 or 15(d)]Acc-no: 0001193125-10-239825 (34 Act)  Size: 11 MB,000-14278101148602
SC 13G/A,[Amend] Statement of acquisition of beneficial ownership by individualsAcc-no: 0001086364-10-009924 (34 Act)  Size: 12 KB,005-38758101176070
8-K,"Current report, item 5.07
Acc-no: 0001193125-10-265243 (34 Act)  Size: 45 KB",000-14278101205726
10-Q,Quarterly report [Sections 13 or 15(d)]Acc-no: 0001193125-11-015947 (34 Act)  Size: 13 MB,000-1427811552292
8-K,"Current report, items 2.02 and 9.01
Acc-no: 0001193125-11-015944 (34 Act)  Size: 243 KB",000-1427811552284
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-11-022607 (33 Act)  Size: 343 KB,333-15549511568563
FWP,Filing under Securities Act Rules 163/433 of free writing prospectusesAcc-no: 0001193125-11-023421 (34 Act)  Size: 29 KB,333-15549511571897
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-11-024281 (33 Act)  Size: 357 KB,333-15549511573819
8-K,"Current report, items 8.01 and 9.01
Acc-no: 0001193125-11-026916 (34 Act)  Size: 283 KB",000-1427811581459
SC 13G/A,[Amend] Statement of acquisition of beneficial ownership by individualsAcc-no: 0001104659-11-007447 (34 Act)  Size: 58 KB,005-3875811610478
CORRESP,[Cover]CorrespondenceAcc-no: 0001193125-11-041864 Size: 158 KB,
UPLOAD,[Cover]SEC-generated letterAcc-no: 0000000000-11-013063 Size: 59 KB,
UPLOAD,[Cover]SEC-generated letterAcc-no: 0000000000-11-013148 Size: 61 KB,
CORRESP,[Cover]CorrespondenceAcc-no: 0001193125-11-063933 Size: 165 KB,
UPLOAD,[Cover]SEC-generated letterAcc-no: 0000000000-11-019213 Size: 53 KB,
11-K,"Annual report of employee stock purchase, savings and similar plansAcc-no: 0001193125-11-084925 (34 Act)  Size: 47 KB",000-1427811726641
CORRESP,[Cover]CorrespondenceAcc-no: 0001193125-11-090448 Size: 20 KB,
CORRESP,[Cover]CorrespondenceAcc-no: 0001193125-11-096856 Size: 9 KB,
UPLOAD,[Cover]SEC-generated letterAcc-no: 0000000000-11-024625 Size: 46 KB,
10-Q,Quarterly report [Sections 13 or 15(d)]Acc-no: 0001193125-11-115186 (34 Act)  Size: 16 MB,000-1427811788540
8-K,"Current report, items 2.02 and 9.01
Acc-no: 0001193125-11-115162 (34 Act)  Size: 216 KB",000-1427811788484
8-K,"Current report, items 8.01 and 9.01
Acc-no: 0001193125-11-134416 (34 Act)  Size: 40 KB",000-1427811829244
11-K,"Annual report of employee stock purchase, savings and similar plansAcc-no: 0001193125-11-171906 (34 Act)  Size: 189 KB",000-1427811928163
11-K,"Annual report of employee stock purchase, savings and similar plansAcc-no: 0001193125-11-177334 (34 Act)  Size: 154 KB",000-1427811939283
11-K,"Annual report of employee stock purchase, savings and similar plansAcc-no: 0001193125-11-177340 (34 Act)  Size: 117 KB",000-1427811939299
8-K,"Current report, items 2.02 and 9.01
Acc-no: 0001193125-11-193631 (34 Act)  Size: 392 KB",000-1427811979969
10-K,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001193125-11-200680 (34 Act)  Size: 16 MB",000-1427811993262
DEF 14A,Other definitive proxy statementsAcc-no: 0001193125-11-262724 (34 Act)  Size: 1 MB,000-14278111120559
DEFA14A,Additional definitive proxy soliciting materials and Rule 14(a)(12) materialAcc-no: 0001193125-11-262747 (34 Act)  Size: 1 MB,000-14278111120722
DEFA14A,Additional definitive proxy soliciting materials and Rule 14(a)(12) materialAcc-no: 0001193125-11-263745 (34 Act)  Size: 23 KB,000-14278111123543
ARS,[Paper]Annual Report to Security HoldersAcc-no: 9999999997-11-016114 (34 Act)  Size: 1 KB,000-1427811008377
DEFA14A,Additional definitive proxy soliciting materials and Rule 14(a)(12) materialAcc-no: 0001193125-11-273412 (34 Act)  Size: 23 KB,000-14278111144944
8-K,"Current report, items 2.02 and 9.01
Acc-no: 0001193125-11-276018 (34 Act)  Size: 148 KB",000-14278111150351
10-Q,Quarterly report [Sections 13 or 15(d)]Acc-no: 0001193125-11-276022 (34 Act)  Size: 10 MB,000-14278111150368
8-K,"Current report, item 5.07
Acc-no: 0001193125-11-315709 (34 Act)  Size: 40 KB",000-14278111213279
UPLOAD,[Cover]SEC-generated letterAcc-no: 0000000000-11-069043 Size: 58 KB,
CORRESP,[Cover]CorrespondenceAcc-no: 0001193125-11-339753 Size: 23 KB,
8-K/A,"[Amend] Current report, item 5.07
Acc-no: 0001193125-11-350423 (34 Act)  Size: 13 KB",000-14278111277124
UPLOAD,[Cover]SEC-generated letterAcc-no: 0000000000-11-073853 Size: 49 KB,
CORRESP,[Cover]CorrespondenceAcc-no: 0001193125-12-007906 Size: 25 KB,
8-K,"Current report, items 2.02 and 9.01
Acc-no: 0001193125-12-017015 (34 Act)  Size: 214 KB",000-1427812534734
10-Q,Quarterly report [Sections 13 or 15(d)]Acc-no: 0001193125-12-017029 (34 Act)  Size: 1 MB,000-1427812534777
UPLOAD,[Cover]SEC-generated letterAcc-no: 0000000000-12-004252 Size: 81 KB,
10-Q/A,[Amend] Quarterly report [Sections 13 or 15(d)]Acc-no: 0001193125-12-026864 (34 Act)  Size: 10 MB,000-1427812551414
CORRESP,[Cover]CorrespondenceAcc-no: 0001193125-12-037211 Size: 16 KB,
SC 13G,Statement of acquisition of beneficial ownership by individualsAcc-no: 0001086364-12-000582 (34 Act)  Size: 13 KB,005-3875812585848
SC 13G/A,[Amend] Statement of acquisition of beneficial ownership by individualsAcc-no: 0001104659-12-009804 (34 Act)  Size: 58 KB,005-3875812612155
UPLOAD,[Cover]SEC-generated letterAcc-no: 0000000000-12-008654 Size: 36 KB,
8-K,"Current report, items 5.02 and 9.01
Acc-no: 0001193125-12-070173 (34 Act)  Size: 25 KB",000-1427812626450
11-K,"Annual report of employee stock purchase, savings and similar plansAcc-no: 0001193125-12-139993 (34 Act)  Size: 49 KB",000-1427812724710
8-K,"Current report, items 2.02 and 9.01
Acc-no: 0001193125-12-170657 (34 Act)  Size: 202 KB",000-1427812768526
10-Q,Quarterly report [Sections 13 or 15(d)]Acc-no: 0001193125-12-170665 (34 Act)  Size: 12 MB,000-1427812768552
8-K,"Current report, items 5.02 and 9.01
Acc-no: 0001193125-12-208858 (34 Act)  Size: 26 KB",000-1427812810789
8-K,"Current report, items 5.03 and 9.01
Acc-no: 0001193125-12-273856 (34 Act)  Size: 82 KB",000-1427812912715
11-K,"Annual report of employee stock purchase, savings and similar plansAcc-no: 0001193125-12-285681 (34 Act)  Size: 1 MB",000-1427812930177
11-K,"Annual report of employee stock purchase, savings and similar plansAcc-no: 0001193125-12-287908 (34 Act)  Size: 150 KB",000-1427812933185
11-K,"Annual report of employee stock purchase, savings and similar plansAcc-no: 0001193125-12-287904 (34 Act)  Size: 135 KB",000-1427812933176
8-K,"Current report, items 2.06 and 9.01
Acc-no: 0001193125-12-292236 (34 Act)  Size: 20 KB",000-1427812940985
8-K,"Current report, items 2.02 and 9.01
Acc-no: 0001193125-12-307447 (34 Act)  Size: 322 KB",000-1427812970108
10-K,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001193125-12-316848 (34 Act)  Size: 17 MB",000-1427812987580
8-K,"Current report, items 5.02 and 9.01
Acc-no: 0001193125-12-395523 (34 Act)  Size: 21 KB",000-14278121097848
8-K,"Current report, items 5.02 and 9.01
Acc-no: 0001193125-12-418686 (34 Act)  Size: 21 KB",000-14278121135671
DEF 14A,Other definitive proxy statementsAcc-no: 0001193125-12-418708 (34 Act)  Size: 1 MB,000-14278121135759
DEFA14A,Additional definitive proxy soliciting materials and Rule 14(a)(12) materialAcc-no: 0001193125-12-419709 (34 Act)  Size: 566 KB,000-14278121137416
DEFA14A,Additional definitive proxy soliciting materials and Rule 14(a)(12) materialAcc-no: 0001193125-12-425646 (34 Act)  Size: 22 KB,000-14278121147801
8-K,"Current report, items 2.02 and 9.01
Acc-no: 0001193125-12-427207 (34 Act)  Size: 183 KB",000-14278121150537
10-Q,Quarterly report [Sections 13 or 15(d)]Acc-no: 0001193125-12-427209 (34 Act)  Size: 10 MB,000-14278121150553
ARS,[Paper]Annual Report to Security HoldersAcc-no: 9999999997-12-014420 (34 Act)  Size: 1 KB,000-1427812028357
8-K,"Current report, item 8.01
Acc-no: 0001193125-12-448011 (34 Act)  Size: 26 KB",000-14278121175194
S-3ASR,Automatic shelf registration statement of securities of well-known seasoned issuersAcc-no: 0001193125-12-448016 (33 Act)  Size: 777 KB,333-184717121175198
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-12-448065 (33 Act)  Size: 361 KB,333-184717121175251
FWP,Filing under Securities Act Rules 163/433 of free writing prospectusesAcc-no: 0001193125-12-449673 (34 Act)  Size: 23 KB,333-184717121178217
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-12-451049 (33 Act)  Size: 373 KB,333-184717121179205
8-K,"Current report, items 8.01 and 9.01
Acc-no: 0001193125-12-456267 (34 Act)  Size: 296 KB",000-14278121185271
8-K,"Current report, item 5.02
Acc-no: 0001193125-12-474208 (34 Act)  Size: 13 KB",000-14278121212333
8-K,"Current report, item 5.07
Acc-no: 0001193125-12-485805 (34 Act)  Size: 56 KB",000-14278121232296
S-8,Securities to be offered to employees in employee benefit plansAcc-no: 0001193125-12-519241 (33 Act)  Size: 72 KB,333-185757121293844
10-Q,Quarterly report [Sections 13 or 15(d)]Acc-no: 0001193125-13-022207 (34 Act)  Size: 11 MB,000-1427813545715
8-K,"Current report, items 2.02 and 9.01
Acc-no: 0001193125-13-022190 (34 Act)  Size: 259 KB",000-1427813545652
SC 13G/A,[Amend] Statement of acquisition of beneficial ownership by individualsAcc-no: 0001305227-13-000752 (34 Act)  Size: 13 KB,005-3875813588130
SC 13G/A,[Amend] Statement of acquisition of beneficial ownership by individualsAcc-no: 0001104659-13-010412 (34 Act)  Size: 59 KB,005-3875813606051
11-K,"Annual report of employee stock purchase, savings and similar plansAcc-no: 0001193125-13-132737 (34 Act)  Size: 53 KB",000-1427813725253
8-K,"Current report, items 2.02 and 9.01
Acc-no: 0001193125-13-160734 (34 Act)  Size: 285 KB",000-1427813769326
10-Q,Quarterly report [Sections 13 or 15(d)]Acc-no: 0001193125-13-160748 (34 Act)  Size: 11 MB,000-1427813769346
8-K,"Current report, items 5.02 and 9.01
Acc-no: 0001193125-13-160968 (34 Act)  Size: 41 KB",000-1427813769760
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-13-171931 (33 Act)  Size: 440 KB,333-18471713780779
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-13-172186 (33 Act)  Size: 381 KB,333-18471713780935
FWP,Filing under Securities Act Rules 163/433 of free writing prospectusesAcc-no: 0001193125-13-173560 (34 Act)  Size: 16 KB,333-18471713782747
FWP,Filing under Securities Act Rules 163/433 of free writing prospectusesAcc-no: 0001193125-13-174203 (34 Act)  Size: 27 KB,333-18471713783923
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-13-177889 (33 Act)  Size: 454 KB,333-18471713787891
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-13-177928 (33 Act)  Size: 395 KB,333-18471713787960
8-K,"Current report, items 8.01 and 9.01
Acc-no: 0001193125-13-192843 (34 Act)  Size: 561 KB",000-1427813804242
8-K,"Current report, item 5.02
Acc-no: 0001193125-13-216952 (34 Act)  Size: 13 KB",000-1427813838169
8-K/A,"[Amend] Current report, item 5.02
Acc-no: 0001193125-13-226771 (34 Act)  Size: 13 KB",000-1427813856702
UPLOAD,[Cover]SEC-generated letterAcc-no: 0000000000-13-033766 Size: 168 KB,
11-K,"Annual report of employee stock purchase, savings and similar plansAcc-no: 0001193125-13-274779 (34 Act)  Size: 1 MB",000-1427813937549
11-K,"Annual report of employee stock purchase, savings and similar plansAcc-no: 0001193125-13-277204 (34 Act)  Size: 161 KB",000-1427813940990
11-K,"Annual report of employee stock purchase, savings and similar plansAcc-no: 0001193125-13-277181 (34 Act)  Size: 137 KB",000-1427813940946
11-K/A,"[Amend] Annual report of employee stock purchase, savings and similar plansAcc-no: 0001193125-13-279677 (34 Act)  Size: 1 MB",000-1427813945295
CORRESP,[Cover]CorrespondenceAcc-no: 0001193125-13-280926 Size: 30 KB,
8-K,"Current report, item 5.02
Acc-no: 0001193125-13-282853 (34 Act)  Size: 15 KB",000-1427813953859
8-K,"Current report, item 5.02
Acc-no: 0001193125-13-288230 (34 Act)  Size: 12 KB",000-1427813964388
8-K,"Current report, items 2.02 and 9.01
Acc-no: 0001193125-13-294305 (34 Act)  Size: 358 KB",000-1427813974940
UPLOAD,[Cover]SEC-generated letterAcc-no: 0000000000-13-039437 Size: 146 KB,
CORRESP,[Cover]CorrespondenceAcc-no: 0001193125-13-299281 Size: 38 KB,
UPLOAD,[Cover]SEC-generated letterAcc-no: 0000000000-13-040666 Size: 139 KB,
10-K,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001193125-13-310206 (34 Act)  Size: 24 MB",000-1427813996075
CORRESP,[Cover]CorrespondenceAcc-no: 0001193125-13-314667 Size: 18 KB,
8-K,"Current report, items 5.02, 7.01, and 9.01
Acc-no: 0001193125-13-345446 (34 Act)  Size: 20 KB",000-14278131058126
8-K,"Current report, items 8.01 and 9.01
Acc-no: 0001193125-13-354149 (34 Act)  Size: 85 KB",000-14278131073055
8-K,"Current report, items 8.01 and 9.01
Acc-no: 0001193125-13-354733 (34 Act)  Size: 37 KB",000-14278131073809
NO ACT,[Paper]No Action LetterAcc-no: 9999999997-13-014647 (34 Act)  Size: 1 KB,000-1427813002895
8-K,"Current report, item 7.01
Acc-no: 0001193125-13-372141 (34 Act)  Size: 51 KB",000-14278131106563
8-K,"Current report, items 5.02 and 9.01
Acc-no: 0001193125-13-374821 (34 Act)  Size: 126 KB",000-14278131110607
8-K,"Current report, items 7.01 and 9.01
Acc-no: 0001193125-13-379566 (34 Act)  Size: 5 MB",000-14278131116108
8-K,"Current report, items 5.02 and 9.01
Acc-no: 0001193125-13-380142 (34 Act)  Size: 32 KB",000-14278131117228
CORRESP,[Cover]CorrespondenceAcc-no: 0001193125-13-387551 Size: 12 KB,
DEF 14A,Other definitive proxy statementsAcc-no: 0001193125-13-390306 (34 Act)  Size: 1 MB,000-14278131134430
DEFA14A,Additional definitive proxy soliciting materials and Rule 14(a)(12) materialAcc-no: 0001193125-13-393104 (34 Act)  Size: 89 KB,000-14278131139646
DEFA14A,Additional definitive proxy soliciting materials and Rule 14(a)(12) materialAcc-no: 0001193125-13-393951 (34 Act)  Size: 21 KB,000-14278131140940
ARS,[Paper]Annual Report to Security HoldersAcc-no: 9999999997-13-016129 (34 Act)  Size: 1 KB,000-1427813003460
UPLOAD,[Cover]SEC-generated letterAcc-no: 0000000000-13-058094 Size: 33 KB,
8-K,"Current report, items 2.02 and 9.01
Acc-no: 0001193125-13-409837 (34 Act)  Size: 149 KB",000-14278131168215
10-Q,Quarterly report [Sections 13 or 15(d)]Acc-no: 0001193125-13-409855 (34 Act)  Size: 10 MB,000-14278131168253
8-K,"Current report, item 5.07
Acc-no: 0001193125-13-448625 (34 Act)  Size: 47 KB",000-14278131233596
8-K,"Current report, items 8.01 and 9.01
Acc-no: 0001193125-13-455144 (34 Act)  Size: 16 MB",000-14278131244871
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-13-459772 (33 Act)  Size: 465 KB,333-184717131253119
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-13-459976 (33 Act)  Size: 400 KB,333-184717131253211
FWP,Filing under Securities Act Rules 163/433 of free writing prospectusesAcc-no: 0001193125-13-460524 (34 Act)  Size: 24 KB,333-184717131254393
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-13-462091 (33 Act)  Size: 385 KB,333-184717131257356
FWP,Filing under Securities Act Rules 163/433 of free writing prospectusesAcc-no: 0001193125-13-461061 (34 Act)  Size: 26 KB,333-184717131255782
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-13-462086 (33 Act)  Size: 473 KB,333-184717131257330
8-K,"Current report, items 8.01 and 9.01
Acc-no: 0001193125-13-464138 (34 Act)  Size: 566 KB",000-14278131261076
8-K,"Current report, items 2.02 and 9.01
Acc-no: 0001193125-14-018629 (34 Act)  Size: 219 KB",000-1427814543056
10-Q,Quarterly report [Sections 13 or 15(d)]Acc-no: 0001193125-14-018634 (34 Act)  Size: 13 MB,000-1427814543088
8-K,"Current report, items 5.02 and 9.01
Acc-no: 0001193125-14-035080 (34 Act)  Size: 54 KB",000-1427814573164
SC 13G/A,[Amend] Statement of acquisition of beneficial ownership by individualsAcc-no: 0001305227-14-000059 (34 Act)  Size: 13 KB,005-3875814589876
SC 13G/A,[Amend] Statement of acquisition of beneficial ownership by individualsAcc-no: 0001104659-14-010651 (34 Act)  Size: 59 KB,005-3875814617339
8-K,"Current report, items 5.02 and 9.01
Acc-no: 0001193125-14-094551 (34 Act)  Size: 23 KB",000-1427814686094
