document_type,description,file_number
S-8,Securities to be offered to employees in employee benefit plansAcc-no: 0001104659-07-068703 (33 Act)  Size: 100 KB,333-146026071114364
8-K,"Current report, items 2.02 and 9.01
Acc-no: 0001104659-07-076142 (34 Act)  Size: 356 KB",000-10030071183410
10-K,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001047469-07-009340 (34 Act)  Size: 1 MB",000-10030071250316
8-K,"Current report, item 5.02
Acc-no: 0001181431-08-002372 (34 Act)  Size: 13 KB",000-1003008518542
8-K,"Current report, items 2.02 and 8.01
Acc-no: 0001181431-08-003342 (34 Act)  Size: 11 KB",000-1003008530508
8-K,"Current report, items 2.02 and 9.01
Acc-no: 0001193125-08-009715 (34 Act)  Size: 152 KB",000-1003008542176
DEF 14A,Other definitive proxy statementsAcc-no: 0001193125-08-010038 (34 Act)  Size: 1 MB,000-1003008543319
DEFA14A,Additional definitive proxy soliciting materials and Rule 14(a)(12) materialAcc-no: 0001193125-08-010040 (34 Act)  Size: 555 KB,000-1003008543322
UPLOAD,[Cover]SEC-generated letterAcc-no: 0000000000-08-005104 Size: 43 KB,
10-Q,Quarterly report [Sections 13 or 15(d)]Acc-no: 0001193125-08-017426 (34 Act)  Size: 710 KB,000-1003008566001
CORRESP,[Cover]CorrespondenceAcc-no: 0001193125-08-026224 Size: 28 KB,
SC 13G/A,[Amend] Statement of acquisition of beneficial ownership by individualsAcc-no: 0000315066-08-001258 (34 Act)  Size: 12 KB,005-3363208615795
UPLOAD,[Cover]SEC-generated letterAcc-no: 0000000000-08-011085 Size: 29 KB,
CORRESP,[Cover]CorrespondenceAcc-no: 0001193125-08-058905 Size: 17 KB,
UPLOAD,[Cover]SEC-generated letterAcc-no: 0000000000-08-015761 Size: 19 KB,
8-K,"Current report, items 2.02 and 9.01
Acc-no: 0001193125-08-088001 (34 Act)  Size: 176 KB",000-1003008772114
10-Q,Quarterly report [Sections 13 or 15(d)]Acc-no: 0001193125-08-097759 (34 Act)  Size: 634 KB,000-1003008791791
8-K,"Current report, item 8.01
Acc-no: 0001181431-08-037620 (34 Act)  Size: 12 KB",000-1003008887895
8-K,"Current report, items 2.02 and 9.01
Acc-no: 0001193125-08-154381 (34 Act)  Size: 172 KB",000-1003008961515
10-Q,Quarterly report [Sections 13 or 15(d)]Acc-no: 0001193125-08-156421 (34 Act)  Size: 615 KB,000-1003008966486
8-K,"Current report, item 5.03
Acc-no: 0001181431-08-050059 (34 Act)  Size: 108 KB",000-10030081037925
8-K,"Current report, items 2.02 and 9.01
Acc-no: 0001193125-08-213642 (34 Act)  Size: 209 KB",000-10030081133709
10-K,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001193125-08-224958 (34 Act)  Size: 1 MB",000-10030081162315
NO ACT,[Paper]No Action LetterAcc-no: 9999999997-08-047872 (34 Act)  Size: 1 KB,000-1003008067242
UPLOAD,[Cover]SEC-generated letterAcc-no: 0000000000-08-063179 Size: 46 KB,
CORRESP,[Cover]CorrespondenceAcc-no: 0001193125-09-001258 Size: 26 KB,
DEF 14A,Other definitive proxy statementsAcc-no: 0001193125-09-002537 (34 Act)  Size: 857 KB,000-1003009513319
DEFA14A,Additional definitive proxy soliciting materials and Rule 14(a)(12) materialAcc-no: 0001193125-09-002542 (34 Act)  Size: 702 KB,000-1003009513343
8-K,"Current report, item 5.02
Acc-no: 0001181431-09-003017 (34 Act)  Size: 16 KB",000-1003009529720
8-K,"Current report, items 2.02 and 9.01
Acc-no: 0001193125-09-009009 (34 Act)  Size: 188 KB",000-1003009536911
10-Q,Quarterly report [Sections 13 or 15(d)]Acc-no: 0001193125-09-009937 (34 Act)  Size: 691 KB,000-1003009540297
UPLOAD,[Cover]SEC-generated letterAcc-no: 0000000000-09-003622 Size: 39 KB,
CORRESP,[Cover]CorrespondenceAcc-no: 0001193125-09-022511 Size: 41 KB,
SC 13G/A,[Amend] Statement of acquisition of beneficial ownership by individualsAcc-no: 0000315066-09-001461 (34 Act)  Size: 11 KB,005-3363209611142
8-K,"Current report, item 4.01
Acc-no: 0001181431-09-012161 (34 Act)  Size: 17 KB",000-1003009643444
UPLOAD,[Cover]SEC-generated letterAcc-no: 0000000000-09-010570 Size: 19 KB,
8-K,"Current report, items 2.02 and 9.01
Acc-no: 0001193125-09-084599 (34 Act)  Size: 204 KB",000-1003009764127
10-Q,Quarterly report [Sections 13 or 15(d)]Acc-no: 0001193125-09-085781 (34 Act)  Size: 903 KB,000-1003009766784
10-Q/A,[Amend] Quarterly report [Sections 13 or 15(d)]Acc-no: 0001193125-09-087629 (34 Act)  Size: 44 KB,000-1003009771032
8-K,"Current report, item 5.03
Acc-no: 0001181431-09-028400 (34 Act)  Size: 99 KB",000-1003009868986
8-K,"Current report, items 2.02 and 9.01
Acc-no: 0001193125-09-152290 (34 Act)  Size: 210 KB",000-1003009955313
10-Q,Quarterly report [Sections 13 or 15(d)]Acc-no: 0001193125-09-153165 (34 Act)  Size: 2 MB,000-1003009957443
8-K,"Current report, item 5.02
Acc-no: 0001181431-09-037492 (34 Act)  Size: 11 KB",000-1003009981503
8-K,"Current report, items 2.02 and 9.01
Acc-no: 0001193125-09-209633 (34 Act)  Size: 235 KB",000-10030091126164
10-K,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001193125-09-214859 (34 Act)  Size: 3 MB",000-10030091139493
PRE 14A,Other preliminary proxy statementsAcc-no: 0001193125-09-259414 (34 Act)  Size: 1 MB,000-10030091258850
DEF 14A,Other definitive proxy statementsAcc-no: 0001193125-10-005145 (34 Act)  Size: 1 MB,000-1003010522974
10-Q,Quarterly report [Sections 13 or 15(d)]Acc-no: 0001193125-10-012085 (34 Act)  Size: 2 MB,000-1003010545012
10-K/A,"[Amend] Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001193125-10-012091 (34 Act)  Size: 5 MB",000-1003010545024
8-K,"Current report, items 2.02 and 9.01
Acc-no: 0001193125-10-012096 (34 Act)  Size: 1 MB",000-1003010545067
DEFR14A,Revised definitive proxy soliciting materialsAcc-no: 0001193125-10-013030 (34 Act)  Size: 1 MB,000-1003010548005
SC 13G,Statement of acquisition of beneficial ownership by individualsAcc-no: 0001086364-10-006981 (34 Act)  Size: 15 KB,005-3363210557188
SC 13G,Statement of acquisition of beneficial ownership by individualsAcc-no: 0000315066-10-001412 (34 Act)  Size: 12 KB,005-3363210604548
UPLOAD,[Cover]SEC-generated letterAcc-no: 0000000000-10-009165 Size: 49 KB,
8-K,"Current report, items 5.02, 5.07, and 9.01
Acc-no: 0001193125-10-044765 (34 Act)  Size: 177 KB",000-1003010644959
CORRESP,[Cover]CorrespondenceAcc-no: 0001193125-10-047713 Size: 34 KB,
S-8,Securities to be offered to employees in employee benefit plansAcc-no: 0001193125-10-047931 (33 Act)  Size: 235 KB,333-16521410657569
8-K,"Current report, item 5.02
Acc-no: 0001181431-10-016054 (34 Act)  Size: 12 KB",000-1003010678264
UPLOAD,[Cover]SEC-generated letterAcc-no: 0000000000-10-015363 Size: 29 KB,
CORRESP,[Cover]CorrespondenceAcc-no: 0001193125-10-075309 Size: 19 KB,
UPLOAD,[Cover]SEC-generated letterAcc-no: 0000000000-10-020291 Size: 19 KB,
8-K,"Current report, items 2.02 and 9.01
Acc-no: 0001193125-10-087786 (34 Act)  Size: 174 KB",000-1003010759660
10-Q,Quarterly report [Sections 13 or 15(d)]Acc-no: 0001193125-10-088957 (34 Act)  Size: 3 MB,000-1003010762128
8-K,"Current report, items 2.02 and 9.01
Acc-no: 0001193125-10-161807 (34 Act)  Size: 179 KB",000-1003010960735
10-Q,Quarterly report [Sections 13 or 15(d)]Acc-no: 0001193125-10-162840 (34 Act)  Size: 9 MB,000-1003010962699
S-8,Securities to be offered to employees in employee benefit plansAcc-no: 0001193125-10-163862 (33 Act)  Size: 154 KB,333-16827910965116
8-K,"Current report, items 2.02 and 9.01
Acc-no: 0001193125-10-230992 (34 Act)  Size: 196 KB",000-10030101128326
10-K,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001193125-10-238044 (34 Act)  Size: 13 MB",000-10030101145250
8-K,"Current report, items 5.02, 5.03, and 9.01
Acc-no: 0001181431-10-056327 (34 Act)  Size: 105 KB",000-10030101200634
DEF 14A,Other definitive proxy statementsAcc-no: 0001193125-11-003231 (34 Act)  Size: 1 MB,000-1003011515646
DEFA14A,Additional definitive proxy soliciting materials and Rule 14(a)(12) materialAcc-no: 0001193125-11-003232 (34 Act)  Size: 185 KB,000-1003011515647
8-K,"Current report, item 5.02
Acc-no: 0001181431-11-003847 (34 Act)  Size: 15 KB",000-1003011531716
8-K,"Current report, items 2.02 and 9.01
Acc-no: 0001193125-11-009392 (34 Act)  Size: 196 KB",000-1003011533532
10-Q,Quarterly report [Sections 13 or 15(d)]Acc-no: 0001193125-11-010144 (34 Act)  Size: 6 MB,000-1003011536124
UPLOAD,[Cover]SEC-generated letterAcc-no: 0000000000-11-005950 Size: 59 KB,
SC 13G/A,[Amend] Statement of acquisition of beneficial ownership by individualsAcc-no: 0001086364-11-002280 (34 Act)  Size: 13 KB,005-3363211566714
PX14A6G,Notice of exempt solicitationAcc-no: 0001171520-11-000080 (34 Act)  Size: 106 KB,000-1003011569169
CORRESP,[Cover]CorrespondenceAcc-no: 0001193125-11-027619 Size: 33 KB,
SC 13G/A,[Amend] Statement of acquisition of beneficial ownership by individualsAcc-no: 0000315066-11-002246 (34 Act)  Size: 12 KB,005-3363211607664
8-K,"Current report, item 5.07
Acc-no: 0001193125-11-045411 (34 Act)  Size: 34 KB",000-1003011636734
UPLOAD,[Cover]SEC-generated letterAcc-no: 0000000000-11-017736 Size: 51 KB,
CORRESP,[Cover]CorrespondenceAcc-no: 0001193125-11-079964 Size: 53 KB,
8-K,"Current report, items 2.02 and 9.01
Acc-no: 0001193125-11-103732 (34 Act)  Size: 215 KB",000-1003011770903
10-Q,Quarterly report [Sections 13 or 15(d)]Acc-no: 0001193125-11-104388 (34 Act)  Size: 7 MB,000-1003011771917
UPLOAD,[Cover]SEC-generated letterAcc-no: 0000000000-11-025682 Size: 44 KB,
8-K,"Current report, item 5.02
Acc-no: 0001181431-11-036782 (34 Act)  Size: 11 KB",000-1003011913478
UPLOAD,[Cover]SEC-generated letterAcc-no: 0000000000-11-039549 Size: 59 KB,
CORRESP,[Cover]CorrespondenceAcc-no: 0001193125-11-186548 Size: 41 KB,
8-K,"Current report, items 2.02 and 9.01
Acc-no: 0001193125-11-191368 (34 Act)  Size: 216 KB",000-1003011975493
UPLOAD,[Cover]SEC-generated letterAcc-no: 0000000000-11-043806 Size: 47 KB,
10-Q,Quarterly report [Sections 13 or 15(d)]Acc-no: 0001193125-11-192493 (34 Act)  Size: 6 MB,000-1003011977855
CORRESP,[Cover]CorrespondenceAcc-no: 0001193125-11-204317 Size: 21 KB,
UPLOAD,[Cover]SEC-generated letterAcc-no: 0000000000-11-049720 Size: 45 KB,
8-K,"Current report, item 5.02
Acc-no: 0001181431-11-047179 (34 Act)  Size: 13 KB",000-10030111060639
8-K,"Current report, item 8.01
Acc-no: 0001181431-11-051976 (34 Act)  Size: 13 KB",000-10030111128218
8-K,"Current report, items 2.02 and 9.01
Acc-no: 0001193125-11-273826 (34 Act)  Size: 219 KB",000-10030111146020
10-K,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001193125-11-282113 (34 Act)  Size: 9 MB",000-10030111159350
8-K,"Current report, item 5.02
Acc-no: 0001181431-11-056354 (34 Act)  Size: 12 KB",000-10030111208666
DEF 14A,Other definitive proxy statementsAcc-no: 0001193125-12-006704 (34 Act)  Size: 1 MB,000-1003012518092
DEFA14A,Additional definitive proxy soliciting materials and Rule 14(a)(12) materialAcc-no: 0001193125-12-006713 (34 Act)  Size: 674 KB,000-1003012518129
8-K,"Current report, items 2.02 and 9.01
Acc-no: 0001193125-12-021833 (34 Act)  Size: 200 KB",000-1003012542308
10-Q,Quarterly report [Sections 13 or 15(d)]Acc-no: 0001193125-12-023398 (34 Act)  Size: 5 MB,000-1003012545140
S-8,Securities to be offered to employees in employee benefit plansAcc-no: 0001193125-12-025384 (33 Act)  Size: 176 KB,333-17918912548560
PX14A6G,Notice of exempt solicitationAcc-no: 0001171520-12-000058 (34 Act)  Size: 105 KB,000-1003012550936
PX14A6G,Notice of exempt solicitationAcc-no: 0001171520-12-000087 (34 Act)  Size: 105 KB,000-1003012586561
SC 13G/A,[Amend] Statement of acquisition of beneficial ownership by individualsAcc-no: 0001086364-12-001937 (34 Act)  Size: 13 KB,005-3363212598191
SC 13G/A,[Amend] Statement of acquisition of beneficial ownership by individualsAcc-no: 0000315066-12-002390 (34 Act)  Size: 13 KB,005-3363212605398
8-K,"Current report, item 5.07
Acc-no: 0001193125-12-081892 (34 Act)  Size: 40 KB",000-1003012642833
8-K,"Current report, items 2.02 and 9.01
Acc-no: 0001193125-12-178928 (34 Act)  Size: 222 KB",000-1003012776355
10-Q,Quarterly report [Sections 13 or 15(d)]Acc-no: 0001193125-12-182321 (34 Act)  Size: 7 MB,000-1003012780280
S-8,Securities to be offered to employees in employee benefit plansAcc-no: 0001193125-12-186315 (33 Act)  Size: 155 KB,333-18098112784286
8-K,"Current report, item 5.02
Acc-no: 0001181431-12-032458 (34 Act)  Size: 13 KB",000-1003012868497
8-K,"Current report, item 5.02
Acc-no: 0001181431-12-038301 (34 Act)  Size: 11 KB",000-1003012932941
8-K,"Current report, items 2.02 and 9.01
Acc-no: 0001193125-12-312355 (34 Act)  Size: 224 KB",000-1003012976888
10-Q,Quarterly report [Sections 13 or 15(d)]Acc-no: 0001193125-12-314552 (34 Act)  Size: 6 MB,000-1003012979262
8-K,"Current report, items 2.02 and 9.01
Acc-no: 0001193125-12-435506 (34 Act)  Size: 224 KB",000-10030121161784
10-K,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001193125-12-444068 (34 Act)  Size: 9 MB",000-10030121171452
S-8,Securities to be offered to employees in employee benefit plansAcc-no: 0001193125-12-446915 (33 Act)  Size: 326 KB,333-184706121174363
PRE 14A,Other preliminary proxy statementsAcc-no: 0001193125-12-515422 (34 Act)  Size: 1 MB,000-10030121286204
DEF 14A,Other definitive proxy statementsAcc-no: 0001193125-13-005529 (34 Act)  Size: 1 MB,000-1003013515949
DEFA14A,Additional definitive proxy soliciting materials and Rule 14(a)(12) materialAcc-no: 0001193125-13-005535 (34 Act)  Size: 662 KB,000-1003013515986
8-K,"Current report, items 2.02 and 9.01
Acc-no: 0001193125-13-020783 (34 Act)  Size: 194 KB",000-1003013543110
10-Q,Quarterly report [Sections 13 or 15(d)]Acc-no: 0001193125-13-022339 (34 Act)  Size: 5 MB,000-1003013546136
PX14A6G,Notice of exempt solicitationAcc-no: 0001171520-13-000075 (34 Act)  Size: 101 KB,000-1003013570046
PX14A6G,Notice of exempt solicitationAcc-no: 0001011438-13-000069 (34 Act)  Size: 47 KB,000-1003013580160
DEFA14A,Additional definitive proxy soliciting materials and Rule 14(a)(12) materialAcc-no: 0001193125-13-043745 (34 Act)  Size: 20 KB,000-1003013583199
SC 13G/A,[Amend] Statement of acquisition of beneficial ownership by individualsAcc-no: 0001305227-13-000340 (34 Act)  Size: 13 KB,005-3363213587028
DEFA14A,Additional definitive proxy soliciting materials and Rule 14(a)(12) materialAcc-no: 0001193125-13-052003 (34 Act)  Size: 23 KB,000-1003013598232
SC 13G/A,[Amend] Statement of acquisition of beneficial ownership by individualsAcc-no: 0000315066-13-003020 (34 Act)  Size: 12 KB,005-3363213611872
PX14A6G,Notice of exempt solicitationAcc-no: 0001011438-13-000187 (34 Act)  Size: 6 MB,000-1003013631404
PX14A6G,Notice of exempt solicitationAcc-no: 0001011438-13-000183 (34 Act)  Size: 14 KB,000-1003013631089
8-K,"Current report, item 5.07
Acc-no: 0001193125-13-085842 (34 Act)  Size: 38 KB",000-1003013654649
8-K,"Current report, items 7.01 and 9.01
Acc-no: 0001193125-13-167469 (34 Act)  Size: 27 KB",000-1003013776856
8-K,"Current report, items 2.02 and 9.01
Acc-no: 0001193125-13-167458 (34 Act)  Size: 212 KB",000-1003013776839
8-K,"Current report, items 8.01 and 9.01
Acc-no: 0001193125-13-170623 (34 Act)  Size: 9 MB",000-1003013779959
10-Q,Quarterly report [Sections 13 or 15(d)]Acc-no: 0001193125-13-168288 (34 Act)  Size: 6 MB,000-1003013777542
S-3ASR,Automatic shelf registration statement of securities of well-known seasoned issuersAcc-no: 0001193125-13-179942 (33 Act)  Size: 808 KB,333-18819113789192
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-13-184506 (33 Act)  Size: 392 KB,333-18819113794442
FWP,Filing under Securities Act Rules 163/433 of free writing prospectusesAcc-no: 0001193125-13-189053 (34 Act)  Size: 52 KB,333-18819113800170
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-13-191849 (33 Act)  Size: 414 KB,333-18819113802405
8-K,"Current report, items 8.01 and 9.01
Acc-no: 0001193125-13-199324 (34 Act)  Size: 429 KB",000-1003013813281
UPLOAD,[Cover]SEC-generated letterAcc-no: 0000000000-13-032308 Size: 164 KB,
8-K,"Current report, item 5.02
Acc-no: 0001193125-13-267629 (34 Act)  Size: 63 KB",000-1003013927974
CORRESP,[Cover]CorrespondenceAcc-no: 0001193125-13-269419 Size: 25 KB,
UPLOAD,[Cover]SEC-generated letterAcc-no: 0000000000-13-037238 Size: 143 KB,
CORRESP,[Cover]CorrespondenceAcc-no: 0001193125-13-297312 Size: 38 KB,
8-K,"Current report, items 2.02 and 9.01
Acc-no: 0001193125-13-298914 (34 Act)  Size: 209 KB",000-1003013981674
10-Q,Quarterly report [Sections 13 or 15(d)]Acc-no: 0001193125-13-300670 (34 Act)  Size: 10 MB,000-1003013984130
8-K,"Current report, item 5.02
Acc-no: 0001181431-13-041847 (34 Act)  Size: 11 KB",000-1003013996343
UPLOAD,[Cover]SEC-generated letterAcc-no: 0000000000-13-048900 Size: 33 KB,
8-K,"Current report, item 8.01
Acc-no: 0001181431-13-050140 (34 Act)  Size: 12 KB",000-10030131109173
8-K,"Current report, items 2.02 and 9.01
Acc-no: 0001193125-13-413498 (34 Act)  Size: 213 KB",000-10030131173425
10-K,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001193125-13-416534 (34 Act)  Size: 11 MB",000-10030131177575
DFAN14A,Additional definitive proxy soliciting materials filed by non-management and Rule 14(a)(12) materialAcc-no: 0000928464-13-000275 (34 Act)  Size: 33 KB,000-10030131257242
NO ACT,[Paper]No Action LetterAcc-no: 9999999997-14-000040 (34 Act)  Size: 1 KB,000-1003013003879
PRE 14A,Other preliminary proxy statementsAcc-no: 0001193125-13-486406 (34 Act)  Size: 1 MB,000-10030131301152
NO ACT,[Paper]No Action LetterAcc-no: 9999999997-14-000591 (34 Act)  Size: 1 KB,000-1003013003962
DEF 14A,Other definitive proxy statementsAcc-no: 0001193125-14-008074 (34 Act)  Size: 1 MB,000-1003014522443
DEFA14A,Additional definitive proxy soliciting materials and Rule 14(a)(12) materialAcc-no: 0001193125-14-008086 (34 Act)  Size: 712 KB,000-1003014522487
PX14A6G,Notice of exempt solicitationAcc-no: 0000928464-14-000003 (34 Act)  Size: 54 KB,000-1003014542777
8-K,"Current report, items 2.02 and 9.01
Acc-no: 0001193125-14-022238 (34 Act)  Size: 194 KB",000-1003014549283
SC 13G/A,[Amend] Statement of acquisition of beneficial ownership by individualsAcc-no: 0001086364-14-000386 (34 Act)  Size: 13 KB,005-3363214551259
PX14A6G,Notice of exempt solicitationAcc-no: 0000928464-14-000006 (34 Act)  Size: 11 KB,000-1003014553743
10-Q,Quarterly report [Sections 13 or 15(d)]Acc-no: 0001193125-14-024487 (34 Act)  Size: 7 MB,000-1003014553777
S-8,Securities to be offered to employees in employee benefit plansAcc-no: 0001193125-14-031119 (33 Act)  Size: 147 KB,333-19370914565494
PX14A6G,Notice of exempt solicitationAcc-no: 0000928464-14-000010 (34 Act)  Size: 12 KB,000-1003014584187
PX14A6G,Notice of exempt solicitationAcc-no: 0000928464-14-000008 (34 Act)  Size: 11 KB,000-1003014583712
PX14A6G,Notice of exempt solicitationAcc-no: 0001214659-14-001019 (34 Act)  Size: 74 KB,000-1003014587328
PX14A6G,Notice of exempt solicitationAcc-no: 0000928464-14-000013 (34 Act)  Size: 23 KB,000-1003014590017
8-K,"Current report, items 5.02, 5.03, 5.07, and 9.01
Acc-no: 0001193125-14-084697 (34 Act)  Size: 367 KB",000-1003014670080
8-K,"Current report, items 2.02 and 9.01
Acc-no: 0001193125-14-154871 (34 Act)  Size: 213 KB",000-1003014779088
8-K,"Current report, items 7.01 and 9.01
Acc-no: 0001193125-14-154883 (34 Act)  Size: 26 KB",000-1003014779103
10-Q,Quarterly report [Sections 13 or 15(d)]Acc-no: 0001193125-14-157311 (34 Act)  Size: 8 MB,000-1003014782284
S-8,Securities to be offered to employees in employee benefit plansAcc-no: 0001193125-14-160171 (33 Act)  Size: 157 KB,333-19550914786592
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-14-164929 (33 Act)  Size: 419 KB,333-18819114791270
FWP,Filing under Securities Act Rules 163/433 of free writing prospectusesAcc-no: 0001193125-14-168389 (34 Act)  Size: 54 KB,333-18819114795638
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-14-172859 (33 Act)  Size: 440 KB,333-18819114800336
8-K,"Current report, items 8.01 and 9.01
Acc-no: 0001193125-14-184969 (34 Act)  Size: 513 KB",000-1003014817467
SD,Acc-no: 0001193125-14-217311 (34 Act)  Size: 103 KB,000-1003014876438
8-K,"Current report, item 5.02
Acc-no: 0001181431-14-021923 (34 Act)  Size: 13 KB",000-1003014881425
8-K,"Current report, items 5.03 and 9.01
Acc-no: 0001193125-14-228798 (34 Act)  Size: 21 KB",000-1003014896955
8-K,"Current report, item 5.02
Acc-no: 0001193125-14-271698 (34 Act)  Size: 14 KB",000-1003014980728
8-K,"Current report, items 2.02 and 9.01
Acc-no: 0001193125-14-275598 (34 Act)  Size: 212 KB",000-1003014986891
8-K,"Current report, items 8.01 and 9.01
Acc-no: 0001193125-14-277193 (34 Act)  Size: 29 KB",000-1003014989234
10-Q,Quarterly report [Sections 13 or 15(d)]Acc-no: 0001193125-14-277160 (34 Act)  Size: 9 MB,000-1003014989142
8-K,"Current report, items 2.02 and 9.01
Acc-no: 0001193125-14-376361 (34 Act)  Size: 168 KB",000-10030141164188
10-K,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001193125-14-383437 (34 Act)  Size: 12 MB",000-10030141175110
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-14-394996 (33 Act)  Size: 431 KB,333-188191141190986
FWP,Filing under Securities Act Rules 163/433 of free writing prospectusesAcc-no: 0001193125-14-395979 (34 Act)  Size: 20 KB,333-188191141192688
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-14-398779 (33 Act)  Size: 442 KB,333-188191141197794
8-K,"Current report, items 8.01 and 9.01
Acc-no: 0001193125-14-406296 (34 Act)  Size: 295 KB",000-10030141209609
8-A12B,Registration of securities [Section 12(b)]Acc-no: 0001193125-14-409218 (34 Act)  Size: 18 KB,001-36743141213987
CERTNYS,[Paper]Certification by the New York Stock Exchange approving securities for listingAcc-no: 9999999997-14-015004 (34 Act)  Size: 1 KB,001-3674314007839
NO ACT,[Paper]No Action LetterAcc-no: 9999999997-14-015701 (34 Act)  Size: 1 KB,001-3674314008607
NO ACT,[Paper]No Action LetterAcc-no: 9999999997-14-016001 (34 Act)  Size: 1 KB,001-3674314008711
NO ACT,[Paper]No Action LetterAcc-no: 9999999997-15-000139 (34 Act)  Size: 1 KB,001-3674314008451
NO ACT,[Paper]No Action LetterAcc-no: 9999999997-15-000140 (34 Act)  Size: 1 KB,001-3674314008453
DEF 14A,Other definitive proxy statementsAcc-no: 0001193125-15-017607 (34 Act)  Size: 1 MB,001-3674315542570
DEFA14A,Additional definitive proxy soliciting materials and Rule 14(a)(12) materialAcc-no: 0001193125-15-017614 (34 Act)  Size: 865 KB,001-3674315542585
8-K,"Current report, items 2.02 and 9.01
Acc-no: 0001193125-15-021857 (34 Act)  Size: 143 KB",001-3674315552085
8-K,"Current report, items 8.01 and 9.01
Acc-no: 0001193125-15-023732 (34 Act)  Size: 11 MB",001-3674315555430
10-Q,Quarterly report [Sections 13 or 15(d)]Acc-no: 0001193125-15-023697 (34 Act)  Size: 7 MB,001-3674315555294
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-15-028777 (33 Act)  Size: 412 KB,333-18819115564954
SC 13G/A,[Amend] Statement of acquisition of beneficial ownership by individualsAcc-no: 0001086364-15-001457 (34 Act)  Size: 13 KB,005-3363215565636
FWP,Filing under Securities Act Rules 163/433 of free writing prospectusesAcc-no: 0001193125-15-030106 (34 Act)  Size: 37 KB,333-18819115569012
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-15-031599 (33 Act)  Size: 435 KB,333-18819115571551
8-K,"Current report, items 8.01 and 9.01
Acc-no: 0001193125-15-039270 (34 Act)  Size: 394 KB",001-3674315589180
SC 13G,Statement of acquisition of beneficial ownership by individualsAcc-no: 0000932471-15-003679 (34 Act)  Size: 39 KB,005-3363215591143
SD,Acc-no: 0001193125-15-045292 (34 Act)  Size: 338 KB,001-3674315601802
UPLOAD,[Cover]SEC-generated letterAcc-no: 0000000000-15-013496 Size: 173 KB,
8-K,"Current report, items 5.07 and 9.01
Acc-no: 0001104659-15-019336 (34 Act)  Size: 207 KB",001-3674315697620
CORRESP,[Cover]CorrespondenceAcc-no: 0001193125-15-115893 Size: 85 KB,
8-K,"Current report, items 2.02 and 9.01
Acc-no: 0001193125-15-149590 (34 Act)  Size: 151 KB",001-3674315795493
8-K,"Current report, items 7.01 and 9.01
Acc-no: 0001193125-15-149607 (34 Act)  Size: 27 KB",001-3674315795543
10-Q,Quarterly report [Sections 13 or 15(d)]Acc-no: 0001193125-15-153166 (34 Act)  Size: 8 MB,001-3674315799362
S-8,Securities to be offered to employees in employee benefit plansAcc-no: 0001193125-15-153187 (33 Act)  Size: 65 KB,333-20369815799418
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-15-173308 (33 Act)  Size: 422 KB,333-18819115835121
FWP,Filing under Securities Act Rules 163/433 of free writing prospectusesAcc-no: 0001193125-15-175208 (34 Act)  Size: 57 KB,333-18819115838994
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-15-177428 (33 Act)  Size: 447 KB,333-18819115843153
8-K,"Current report, items 8.01 and 9.01
Acc-no: 0001193125-15-186064 (34 Act)  Size: 478 KB",001-3674315859218
UPLOAD,[Cover]SEC-generated letterAcc-no: 0000000000-15-027161 Size: 140 KB,
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-15-207526 (33 Act)  Size: 447 KB,333-18819115901228
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-15-213423 (33 Act)  Size: 448 KB,333-18819115913403
FWP,Filing under Securities Act Rules 163/433 of free writing prospectusesAcc-no: 0001193125-15-212514 (34 Act)  Size: 10 KB,333-18819115911812
8-K,"Current report, items 8.01 and 9.01
Acc-no: 0001193125-15-219298 (34 Act)  Size: 193 KB",001-3674315923574
8-K,"Current report, items 2.02 and 9.01
Acc-no: 0001193125-15-258464 (34 Act)  Size: 149 KB",001-3674315998142
10-Q,Quarterly report [Sections 13 or 15(d)]Acc-no: 0001193125-15-259935 (34 Act)  Size: 6 MB,001-36743151000501
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-15-261843 (33 Act)  Size: 445 KB,333-188191151003372
