document_type,description,file_number
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-030625 (33 Act)  Size: 502 KB,333-21920618927852
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-030623 (33 Act)  Size: 804 KB,333-21920618927839
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-030621 (33 Act)  Size: 658 KB,333-21920618927824
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001104659-18-043071 (33 Act)  Size: 848 KB,333-21920618927753
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-030654 (33 Act)  Size: 666 KB,333-21920618928527
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-18-208695 (33 Act)  Size: 624 KB,333-21920618927705
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-030594 (33 Act)  Size: 505 KB,333-21920618927616
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001104659-18-043052 (33 Act)  Size: 853 KB,333-21920618927599
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-030567 (33 Act)  Size: 644 KB,333-21920618927242
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001104659-18-043079 (33 Act)  Size: 852 KB,333-21920618927790
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-030657 (33 Act)  Size: 303 KB,333-21920618928550
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-030745 (33 Act)  Size: 2 MB,333-21920618930230
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-030672 (33 Act)  Size: 2 MB,333-21920618928993
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-030677 (33 Act)  Size: 569 KB,333-21920618929117
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-030692 (33 Act)  Size: 280 KB,333-21920618929250
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-030697 (33 Act)  Size: 564 KB,333-21920618929260
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-030714 (33 Act)  Size: 2 MB,333-21920618929588
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-030715 (33 Act)  Size: 271 KB,333-21920618929594
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-030722 (33 Act)  Size: 639 KB,333-21920618929639
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001104659-18-043270 (33 Act)  Size: 705 KB,333-21920618930259
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-030729 (33 Act)  Size: 322 KB,333-21920618929710
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-030735 (33 Act)  Size: 2 MB,333-21920618929827
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-030747 (33 Act)  Size: 567 KB,333-21920618930241
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-030750 (33 Act)  Size: 548 KB,333-21920618930255
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-030561 (33 Act)  Size: 533 KB,333-21920618927222
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001104659-18-043161 (33 Act)  Size: 287 KB,333-21920618928858
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-030559 (33 Act)  Size: 336 KB,333-21920618927217
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-030516 (33 Act)  Size: 225 KB,333-21920618926850
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-030554 (33 Act)  Size: 686 KB,333-21920618927208
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-030493 (33 Act)  Size: 221 KB,333-21920618926571
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-18-207999 (33 Act)  Size: 656 KB,333-21920618926728
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-18-208040 (33 Act)  Size: 639 KB,333-21920618926826
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-030557 (33 Act)  Size: 662 KB,333-21920618927213
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-030514 (33 Act)  Size: 304 KB,333-21920618926845
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001104659-18-042954 (33 Act)  Size: 457 KB,333-21920618926860
FWP,Filing under Securities Act Rules 163/433 of free writing prospectusesAcc-no: 0001104659-18-042956 (34 Act)  Size: 415 KB,333-21920618926881
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-030518 (33 Act)  Size: 290 KB,333-21920618926886
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-030525 (33 Act)  Size: 365 KB,333-21920618926920
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-030526 (33 Act)  Size: 310 KB,333-21920618926922
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-18-208108 (33 Act)  Size: 650 KB,333-21920618926929
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001104659-18-042961 (33 Act)  Size: 562 KB,333-21920618926931
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-030528 (33 Act)  Size: 650 KB,333-21920618926934
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-030530 (33 Act)  Size: 565 KB,333-21920618926937
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-030511 (33 Act)  Size: 551 KB,333-21920618926837
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-18-208118 (33 Act)  Size: 621 KB,333-21920618926946
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-030532 (33 Act)  Size: 693 KB,333-21920618926941
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-030551 (33 Act)  Size: 300 KB,333-21920618927202
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-030549 (33 Act)  Size: 554 KB,333-21920618927189
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001104659-18-042965 (33 Act)  Size: 811 KB,333-21920618927179
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-030547 (33 Act)  Size: 551 KB,333-21920618926974
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-030545 (33 Act)  Size: 541 KB,333-21920618926971
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-18-208026 (33 Act)  Size: 679 KB,333-21920618926791
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-030543 (33 Act)  Size: 559 KB,333-21920618926966
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-030542 (33 Act)  Size: 552 KB,333-21920618926964
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-18-208140 (33 Act)  Size: 622 KB,333-21920618926959
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-030539 (33 Act)  Size: 646 KB,333-21920618926957
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-030537 (33 Act)  Size: 652 KB,333-21920618926955
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-030534 (33 Act)  Size: 544 KB,333-21920618926950
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001104659-18-042963 (33 Act)  Size: 1 MB,333-21920618926969
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-030797 (33 Act)  Size: 563 KB,333-21920618930706
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-030793 (33 Act)  Size: 2 MB,333-21920618930686
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-030791 (33 Act)  Size: 2 MB,333-21920618930674
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-030789 (33 Act)  Size: 662 KB,333-21920618930625
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-030787 (33 Act)  Size: 661 KB,333-21920618930623
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001104659-18-043296 (33 Act)  Size: 635 KB,333-21920618930592
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-030783 (33 Act)  Size: 2 MB,333-21920618930586
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-030781 (33 Act)  Size: 2 MB,333-21920618930576
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001104659-18-043295 (33 Act)  Size: 626 KB,333-21920618930572
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-030765 (33 Act)  Size: 454 KB,333-21920618930492
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-030778 (33 Act)  Size: 360 KB,333-21920618930564
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-030772 (33 Act)  Size: 576 KB,333-21920618930534
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-030763 (33 Act)  Size: 611 KB,333-21920618930478
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-030760 (33 Act)  Size: 405 KB,333-21920618930462
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001104659-18-043284 (33 Act)  Size: 452 KB,333-21920618930449
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001104659-18-043281 (33 Act)  Size: 493 KB,333-21920618930406
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-030755 (33 Act)  Size: 565 KB,333-21920618930389
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001104659-18-043277 (33 Act)  Size: 487 KB,333-21920618930350
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-030798 (33 Act)  Size: 2 MB,333-21920618930708
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-030779 (33 Act)  Size: 664 KB,333-21920618930566
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-030757 (33 Act)  Size: 560 KB,333-21920618930416
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001104659-18-043301 (33 Act)  Size: 463 KB,333-21920618930710
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-030833 (33 Act)  Size: 572 KB,333-21920618931399
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-030800 (33 Act)  Size: 1 MB,333-21920618930712
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-030937 (33 Act)  Size: 559 KB,333-21920618933622
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-030927 (33 Act)  Size: 771 KB,333-21920618933417
FWP,Filing under Securities Act Rules 163/433 of free writing prospectusesAcc-no: 0001104659-18-043563 (34 Act)  Size: 847 KB,333-21920618933356
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-030925 (33 Act)  Size: 561 KB,333-21920618933326
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-030921 (33 Act)  Size: 529 KB,333-21920618933271
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-030908 (33 Act)  Size: 2 MB,333-21920618933184
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-030945 (33 Act)  Size: 832 KB,333-21920618933672
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-030901 (33 Act)  Size: 286 KB,333-21920618933069
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-18-211414 (33 Act)  Size: 635 KB,333-21920618933024
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-030893 (33 Act)  Size: 760 KB,333-21920618932799
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-18-211271 (33 Act)  Size: 665 KB,333-21920618932482
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-030877 (33 Act)  Size: 811 KB,333-21920618932394
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-030873 (33 Act)  Size: 2 MB,333-21920618932372
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-030903 (33 Act)  Size: 1 MB,333-21920618933108
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-030855 (33 Act)  Size: 2 MB,333-21920618932114
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-031259 (33 Act)  Size: 666 KB,333-21920618937044
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-031241 (33 Act)  Size: 333 KB,333-21920618936897
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-031236 (33 Act)  Size: 253 KB,333-21920618936868
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-031233 (33 Act)  Size: 2 MB,333-21920618936808
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-031230 (33 Act)  Size: 2 MB,333-21920618936761
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-18-212361 (33 Act)  Size: 125 KB,333-21920618936600
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-031206 (33 Act)  Size: 504 KB,333-21920618936360
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-031209 (33 Act)  Size: 560 KB,333-21920618936373
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-031201 (33 Act)  Size: 274 KB,333-21920618936289
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-031180 (33 Act)  Size: 560 KB,333-21920618935835
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001104659-18-043745 (33 Act)  Size: 731 KB,333-21920618935531
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-18-212446 (33 Act)  Size: 120 KB,333-21920618937250
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-031222 (33 Act)  Size: 565 KB,333-21920618936480
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-031267 (33 Act)  Size: 338 KB,333-21920618937287
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-18-212494 (33 Act)  Size: 437 KB,333-21920618937944
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-18-212468 (33 Act)  Size: 669 KB,333-21920618937683
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-031280 (33 Act)  Size: 2 MB,333-21920618937709
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001104659-18-043851 (33 Act)  Size: 528 KB,333-21920618937716
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-18-212474 (33 Act)  Size: 123 KB,333-21920618937737
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001104659-18-043852 (33 Act)  Size: 909 KB,333-21920618937740
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-031284 (33 Act)  Size: 2 MB,333-21920618937926
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-18-212228 (33 Act)  Size: 609 KB,333-21920618935494
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-031290 (33 Act)  Size: 1 MB,333-21920618937977
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-18-212535 (33 Act)  Size: 641 KB,333-21920618938304
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-031299 (33 Act)  Size: 542 KB,333-21920618938347
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-031301 (33 Act)  Size: 306 KB,333-21920618938372
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-031303 (33 Act)  Size: 434 KB,333-21920618938461
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-031307 (33 Act)  Size: 2 MB,333-21920618938628
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-18-212465 (33 Act)  Size: 123 KB,333-21920618937646
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-18-212214 (33 Act)  Size: 628 KB,333-21920618935460
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-18-212509 (33 Act)  Size: 118 KB,333-21920618938125
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-031134 (33 Act)  Size: 1 MB,333-21920618935190
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001104659-18-043728 (33 Act)  Size: 614 KB,333-21920618935208
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-030958 (33 Act)  Size: 620 KB,333-21920618934184
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-030992 (33 Act)  Size: 352 KB,333-21920618934287
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-031017 (33 Act)  Size: 275 KB,333-21920618934447
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-031027 (33 Act)  Size: 556 KB,333-21920618934480
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-031031 (33 Act)  Size: 672 KB,333-21920618934493
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-18-211730 (33 Act)  Size: 650 KB,333-21920618934500
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-031035 (33 Act)  Size: 351 KB,333-21920618934514
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001104659-18-043628 (33 Act)  Size: 530 KB,333-21920618934520
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-031043 (33 Act)  Size: 2 MB,333-21920618934530
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-031058 (33 Act)  Size: 1 MB,333-21920618934551
FWP,Filing under Securities Act Rules 163/433 of free writing prospectusesAcc-no: 0001104659-18-043633 (34 Act)  Size: 875 KB,333-21920618934562
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-031064 (33 Act)  Size: 316 KB,333-21920618934570
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-18-211750 (33 Act)  Size: 624 KB,333-21920618934574
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-031072 (33 Act)  Size: 548 KB,333-21920618934587
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-031051 (33 Act)  Size: 441 KB,333-21920618934541
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-031078 (33 Act)  Size: 2 MB,333-21920618934595
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-031127 (33 Act)  Size: 278 KB,333-21920618935069
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-18-212065 (33 Act)  Size: 649 KB,333-21920618935005
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-031076 (33 Act)  Size: 572 KB,333-21920618934592
FWP,Filing under Securities Act Rules 163/433 of free writing prospectusesAcc-no: 0001104659-18-043643 (34 Act)  Size: 817 KB,333-21920618934644
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-031092 (33 Act)  Size: 564 KB,333-21920618934642
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-031090 (33 Act)  Size: 2 MB,333-21920618934638
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-18-211771 (33 Act)  Size: 665 KB,333-21920618934636
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-18-212062 (33 Act)  Size: 627 KB,333-21920618934976
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-031088 (33 Act)  Size: 2 MB,333-21920618934620
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-031087 (33 Act)  Size: 2 MB,333-21920618934617
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-031084 (33 Act)  Size: 1 MB,333-21920618934611
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-031082 (33 Act)  Size: 2 MB,333-21920618934604
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001104659-18-043642 (33 Act)  Size: 753 KB,333-21920618934622
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-031080 (33 Act)  Size: 2 MB,333-21920618934599
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-18-213157 (33 Act)  Size: 620 KB,333-21920618940898
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-031667 (33 Act)  Size: 542 KB,333-21920618941132
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001104659-18-044044 (33 Act)  Size: 657 KB,333-21920618941190
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001104659-18-044045 (33 Act)  Size: 883 KB,333-21920618941203
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-031675 (33 Act)  Size: 2 MB,333-21920618941227
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-031686 (33 Act)  Size: 639 KB,333-21920618941325
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-18-213211 (33 Act)  Size: 362 KB,333-21920618941330
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-031687 (33 Act)  Size: 255 KB,333-21920618941334
8-K,"Current report, items 5.02 and 9.01
Acc-no: 0001193125-18-213145 (34 Act)  Size: 28 KB",001-1496518940794
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-031673 (33 Act)  Size: 309 KB,333-21920618941215
FWP,Filing under Securities Act Rules 163/433 of free writing prospectusesAcc-no: 0001104659-18-044012 (34 Act)  Size: 634 KB,333-21920618940596
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-031672 (33 Act)  Size: 261 KB,333-21920618941213
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-18-213067 (33 Act)  Size: 506 KB,333-21920618940446
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-031620 (33 Act)  Size: 293 KB,333-21920618940441
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-18-213064 (33 Act)  Size: 632 KB,333-21920618940437
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-031363 (33 Act)  Size: 415 KB,333-21920618939273
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-031360 (33 Act)  Size: 550 KB,333-21920618939122
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001104659-18-043890 (33 Act)  Size: 1 MB,333-21920618938999
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-18-212590 (33 Act)  Size: 651 KB,333-21920618938885
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-031319 (33 Act)  Size: 310 KB,333-21920618938878
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-031317 (33 Act)  Size: 487 KB,333-21920618938838
FWP,Filing under Securities Act Rules 163/433 of free writing prospectusesAcc-no: 0001104659-18-043886 (34 Act)  Size: 948 KB,333-21920618938717
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-031309 (33 Act)  Size: 2 MB,333-21920618938657
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-18-213073 (33 Act)  Size: 623 KB,333-21920618940460
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-031797 (33 Act)  Size: 266 KB,333-21920618942869
FWP,Filing under Securities Act Rules 163/433 of free writing prospectusesAcc-no: 0001104659-18-044170 (34 Act)  Size: 823 KB,333-21920618942853
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-031791 (33 Act)  Size: 258 KB,333-21920618942835
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-031772 (33 Act)  Size: 346 KB,333-21920618942515
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001104659-18-044153 (33 Act)  Size: 484 KB,333-21920618942426
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-18-213605 (33 Act)  Size: 762 KB,333-21920618942076
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-031700 (33 Act)  Size: 284 KB,333-21920618941552
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-031693 (33 Act)  Size: 515 KB,333-21920618941493
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001104659-18-044237 (33 Act)  Size: 522 KB,333-21920618943752
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-031858 (33 Act)  Size: 346 KB,333-21920618943792
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001104659-18-044242 (33 Act)  Size: 582 KB,333-21920618943828
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-031865 (33 Act)  Size: 442 KB,333-21920618943996
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-031936 (33 Act)  Size: 731 KB,333-21920618945259
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-032049 (33 Act)  Size: 534 KB,333-21920618947626
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001104659-18-044523 (33 Act)  Size: 900 KB,333-21920618947549
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001104659-18-044522 (33 Act)  Size: 883 KB,333-21920618947525
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001104659-18-044521 (33 Act)  Size: 900 KB,333-21920618947520
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-032038 (33 Act)  Size: 581 KB,333-21920618947382
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001104659-18-044497 (33 Act)  Size: 954 KB,333-21920618946981
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001104659-18-044476 (33 Act)  Size: 603 KB,333-21920618946439
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-031975 (33 Act)  Size: 532 KB,333-21920618946256
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001104659-18-044466 (33 Act)  Size: 641 KB,333-21920618946330
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001104659-18-044459 (33 Act)  Size: 600 KB,333-21920618946275
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001104659-18-044457 (33 Act)  Size: 610 KB,333-21920618946262
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-031971 (33 Act)  Size: 2 MB,333-21920618946170
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-031961 (33 Act)  Size: 277 KB,333-21920618945706
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-031957 (33 Act)  Size: 3 MB,333-21920618945681
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001104659-18-044475 (33 Act)  Size: 625 KB,333-21920618946433
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-032066 (33 Act)  Size: 499 KB,333-21920618947831
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-032092 (33 Act)  Size: 426 KB,333-21920618948158
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-032104 (33 Act)  Size: 2 MB,333-21920618948352
FWP,Filing under Securities Act Rules 163/433 of free writing prospectusesAcc-no: 0001140361-18-032137 (34 Act)  Size: 742 KB,333-21920618948795
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-032165 (33 Act)  Size: 558 KB,333-21920618949151
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001104659-18-044868 (33 Act)  Size: 837 KB,333-21920618951011
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001104659-18-044864 (33 Act)  Size: 1 MB,333-21920618950978
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001104659-18-044861 (33 Act)  Size: 547 KB,333-21920618950924
